codigo,nome,precovenda,preco1,preco2,preco3,precocusto,customedio,estoque,estminimo,unidade,marca,familia,grupo,subgrupo,ncm,gtin,inativo
7897381600621,CABO 2.5MM SIL FLEX,3.8,3.8,2.9,2.8,2.1,1.06,237,0,MT,,,,,85444900,7897381600621,N
7898951425446,CANTONEIRA VIATEK P/BANHEIRO BRANCA/PRETA,26,26,25,25,14.99,14.99,4,2,PC1,,,,,39229000,7898951425446,N
7898418017573,"MANGUEIRA MAQ DE LAVAR ENTRADA 1,20M",14.5,14.5,14,13.5,6.93,9.3,6,0,PC1,,,,,39173100,7898418017573,N
2100067880015,PRIMER VEDACIT P/MANTA ASFAUT ECO. 900ML,22.5,22.5,23,24,13.29,0,-7,0,PC1,,,,,27150000,2100067880015,N
2100067890014,DIFERENCA,1,1,0,0,0.5,0,-4575.74,0,UN,,,,,85183000,2100067890014,N
2100067900010,"TUBO ELET ROSC 1""",28,28,27,27,16.59,16.59,-3,0,UN,,,,,39172300,2100067900010,N
2100067910019,"ABRACAD U 1""",3,3,2.8,2.8,1.17,1.17,85,0,UN,,,,,73089090,2100067910019,N
2100067920018,"CURVA ELETRODUTO ROSCA 1 """,6.5,6.5,6.8,7.5,4.22,0,-3,10,UN,,DIVERSOS,CONEXOES,ELETRODUTO,39174090,2100067920018,N
2100067930017,"BROCA ACO 3/16"" 5MM IRWIN",9,9,9,9,5.16,0,-7,0,UN,,,,,82075011,2100067930017,N
2100067940016,BUCHA S-07,0.25,0.25,0,0,0.07,0,-37,0,UN,,,,,85183000,2100067940016,N
2100067950015,"RIPA CUPIUBA 4X1,5",3.8,3.8,0,0,0,0,-24,0,MT,,,,,44079990,2100067950015,N
2100067960014,BARROTE CUPIUBA 2.50,37.5,37.5,0,0,0,0,-19,0,UN,,,,,44079990,2100067960014,N
2100067970013,BARROTE PINHO 3M,15.99,15.99,0,0,0,0,-29,0,UN,,,,,44079990,2100067970013,N
2100067980012,BARROTE CUPIUBA 6.50,97.5,97.5,0,0,0,0,-40,0,UN,,,,,44079990,2100067980012,N
2100067990011,CURVA SOLDAVEL 20MM,4.3,4.3,4.3,4.3,1.88,0,-53,8,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2100067990011,N
2100068000016,KIT MEBUKI 5 PECAS LINEA MAX,86,86,0,0,6.99,0,0,0,UN,,,,,85183000,2100068000016,N
2100068010015,INT TRAM ARIA C/ TOMADA 20A,14.9,14.9,14.5,14.5,8.3,0.83,27,0,PC,,,,,85365090,2100068010015,N
2100068020014,CAP ESGOTO 75MM,6.8,6.8,6.5,6.5,3.31,3.1,-5,6,UN,,DIVERSOS,CONEXOES,ESGOTO,39174090,2100068020014,N
2100068030013,BUCHA GESSO/DRYWALL 01,0.55,0.55,0.5,0.5,0.16,0.09,154,0,UN,,,,,39259090,2100068030013,N
7898150440134,CORDA SISAL 12MM=1/2,3.6,3.6,3.5,3.5,2.15,0,-26,0,MT,,,,,56072900,7898150440134,N
7896877463115,FILTRO BARRO MINIFILTRO,110,110,105,105,65,298.11,2,0,UN,,,,,84212100,7896877463115,N
7891395021823,ROLO ESPUMA 09CM TIGRE,5.8,5.8,5.5,5.5,2.92,2.15,11,0,UN,,,,,96034010,7891395021823,N
7891395021816,ROLO ESPUMA 05CM TIGRE,4.5,4.5,4.5,4.5,2.41,2.12,2,0,UN,,,,,96034010,7891395021816,N
7892164080942,CAIXA LUZ FMD PLAS.VERDE,7.7,7.7,7.5,7,3.64,2.73,-18,0,UN,,,,,39259090,7892164080942,N
7897801301817,SIFAO SANF HERC/CENSI DUPLO UNIV.BC,18.9,18.9,18.5,18,8.52,14.47,24,0,UN,,,,,39174090,7897801301817,N
27898965442488,PU40 SELANTE D/POLIURETANO CINZA 360G,17.5,17.5,17,17,7.58,8.82,172,3,UN,,,,,35061090,27898965442488,N
2100068120011,LAMPADA COLORIDA 3W,19.99,19.99,21,22,10,0,-3,0,UN,,,,,85395200,2100068120011,N
2100068130010,SERRA MARMORE STANLEY 1200W 127V,375,375,355,350,240.74,240.74,1,1,UN,,,,,84672200,2100068130010,N
7896689111495,SUPORTE P/TV ARTIC 10A55 3MOV BRASFORMA,84.9,84.9,83,83,48.9,0,-23,0,UN,,,,,73269090,7896689111495,N
7896689113345,SUPORTE PAR.TV 10A71LCD BRASFORMA,0,0,0,0,10.57,10.88,2,0,UN,,,,,73269090,7896689113345,N
7899612796042,TRENA FAMASTIL 10M C/TRAVA EMBORRACHADA,43,43,42,42,24.66,0,-4,2,UN,,,,,90178010,7899612796042,N
7898150440080,CORDA SISAL FINA 300,0.25,0.25,33,0,18.36,36.43,-312,0,UN,,,,,56072100,7898150440080,N
2100068180015,CABO P/ PA,17.5,17.5,17,16,9.17,10.41,-4,0,UN,,,,,44170090,2100068180015,N
2100068190014,TRANSFORMADOR 1500VA KF,138,138,135,130,71.61,71.61,0,1,UN,,,,,85043111,2100068190014,N
2100068210019,"PCA 4,5M CUPIU 9X5",119.9,119.9,0,0,43.2,0,-17,0,UN,,,,,44079990,2100068210019,N
2100068220018,NIPLE PVC 3/4,1.5,1.5,2,2.5,2.63,1.09,44,8,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2100068220018,N
2100068230017,MT TUBO 25,5.5,5.5,0,0,7.71,0,-18,0,UN,,,,,39172300,2100068230017,N
2100068240016,PORTA P/PINTURA 70,155,155,0,0,89,0,-5,0,UN,,,,,85183000,2100068240016,N
2100068250015,TALHADEIRA SAO ROMAO CHATA 12,19.9,19.9,19,19,11.51,2.61,-1,0,UN,,,,,82079000,2100068250015,N
2100068260014,CREOLINHAL DESINFETANTE 900ML,28,28,27,27,16.99,22.6,16,3,UN,,,,,38089429,2100068260014,N
2100068270013,LUMINARIA NITROLUX EMB RED 12W,18.5,18.5,18,17.5,8.87,10.71,-2,0,UN,,,,,94055000,2100068270013,N
2100068280012,REG ESFERA 25MM OLIVEIRA,9,9,8.5,8,3.11,0,-30,0,UN,,,,,85183000,2100068280012,N
2100068300017,LAVATORIO PLASTICO ASTRA,22.5,22.5,22,21,10.93,9.76,-5,0,UN,,,,,39259090,2100068300017,N
2100068320015,ESCADA ALUMINIO 03 DEGRAUS BANQUETA LIDER,135,135,130,130,91.01,290.93,14,1,PC,,,,,76169900,2100068320015,N
736532677129,VARAL ALUM CHAO C/ ABA 136X56,134,134,129,127,82.34,64.13,3,0,UN,,,,,76169900,736532677129,N
736532677174,VARAL ALUM CHAO C/ABA 156X56,145,145,140,140,87.28,86.07,4,0,UN,,,,,76169900,736532677174,N
736532677082,VARAL ALUM CHAO 100X56,109,109,107,105,67.78,0,0,0,UN,,,,,76169900,736532677082,N
736532677051,VARAL ALUM CHAO 90X56,108,108,103,100,66.8,0,-3,0,UN,,,,,76169900,736532677051,N
736532677068,VARAL ALUM TETO 100X56,79.9,79.9,77,76,49.61,24.22,2,0,UN,,,,,76169900,736532677068,N
0736532677013,ESCADA ALUMINIO 08 DEGRAUS,285,285,275,275,191.17,258.96,0,0,PC,,,,,76169900,0736532677013,N
2100068390018,BAC ACP DECA IZY BR/CREME,399,399,379,379,270,0,-15,0,UN,,,,,69109000,2100068390018,N
2100068400014,FECH HELA 1008 CR,85,85,83,80,44.07,19.01,2,0,UN,,,,,83014000,2100068400014,N
2100068410013,FECH STAM 823/02 GRAF WC,45,45,0,0,21.18,0,0,0,UN,,,,,85183000,2100068410013,N
2100068420012,LUMINARIA NITROLUX SOB RED 12W,26,26,25,25,13.89,12.42,-4,0,UN,,,,,94055000,2100068420012,N
7898011977601,BROCA SDS THOMPSON 12MM CONCRETO,18,18,17.5,17,8.13,8.13,6,0,UN1,,,,,82075011,7898011977601,N
7898011977380,BROCA CHATA THOMPSON 7/16X150MM,8.9,8.9,0,0,3.88,3.88,0,0,UN1,,,,,82075019,7898011977380,N
7898011977441,BROCA CHATA THOMPSON 7/8X150MM,11.5,11.5,0,0,5.03,5.03,0,0,UN1,,,,,82075019,7898011977441,N
7898543389682,FIXA CUBA 85G,9,9,8.5,8,3.44,3.44,9,2,UN,,,,,35061090,7898543389682,N
7898543383574,COLA CONTATO TEKBOND EXTRA 200G C/ TOLUOL,15.5,15.5,15,15,8.83,16.8,13,4,UN1,,,,,35061090,7898543383574,N
7898405962428,COLA INST 20G ALMASUPER 401,7.5,7.5,7,7,3.4,5.54,167,12,UN,,,,,35061010,7898405962428,N
7897208690859,FITA ISOLANTE 5M VERMELHA MILLA,3,3,3.2,3.5,0.94,0.94,-13,4,UN,,,,,39191020,7897208690859,N
609963672905,FITA ZEBRADA PTA/AML 200M ECOCONVERT,18.5,18.5,18,18,10.27,14.46,8,2,UN1,,,,,39201099,609963672905,N
7898124191284,GANCHO REDE ZIN P/ CHUMBAR RCA  -  REF GR0020,14.5,14.5,15,15.5,8.54,11.67,-1,0,UN,,,,,83024100,7898124191284,N
7898956620396,GANCHO REDE ZIN P/ PARAFUSAR RCA  -  REF GR0010,14,14,14,14,7.97,0,-4,0,UN,,,,,83024100,7898956620396,N
7898231361150,MATA BARATAS GEL BISN 10G TECNOCELL,13,13,13,13,6.82,4.57,1,0,UN,,,,,38089119,7898231361150,N
7897613514092,ROLO LA 9CM SINT,8.5,8.5,8,8,3.73,3.73,14,0,UN1,,,,,96034010,7897613514092,N
7897801301596,SIFAO SANF BLUKIT,9,9,8,8,4,3.06,101,0,UN,,,,,39174090,7897801301596,N
7891988002604,PULVERIZADOR 370ML GUARANY  -  REF  320/21,19.9,19.9,19.9,19.9,12.25,0,-10,0,UN,,,,,84248990,7891988002604,N
2100068580013,RODA P/CARRO DE MAO COMPLETO,83,83,82,82,48.81,91.3,10,0,UN1,,,,,87169090,2100068580013,N
7898011867414,TELA VIVEIRO PLAST PTA 1.5X50M NORTENE,9.8,9.8,9.4,8.9,5.2,5.58,41,0,MT,,,,,39269090,7898011867414,N
2100068600018,FIO PARALELO 2X1.5MM2,4,4,4,4,2.28,0.86,-14,0,MT,,,,,85444900,2100068600018,N
2100068620016,TORN HERC PLAST LAV 1/2 1195,11.9,11.9,11.5,11,6.42,0,-18,0,UN,,,,,84818019,2100068620016,N
2100068640014,"MARRETA SPARTA 1,5KG",65,65,66,67,29,0,0,1,UN,,,,,82052000,2100068640014,N
2100068650013,FLANGE 50MM,21,21,20,19,8.48,11.42,-2,3,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2100068650013,N
2100068660012,FLANGE 25MM,11,11,10.5,10.5,5.84,1.99,-4,7,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2100068660012,N
2100068670011,FLANGE 60MM,35,35,36,38,17.52,0,-2,2,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2100068670011,N
7898105771511,ABRACAD NYLON 100X2.5,0.2,0.2,0.07,0.06,0.03,0.05,1934,0,UN,,,,,39269090,7898105771511,N
7898105771542,"ABRACAD NYLON 140X3,5",0.4,0.4,19,0,10.09,0.1,-23,0,UN,,,,,39269090,7898105771542,N
7898105771535,"ABRACAD NYLON 200X2,5",0.4,0.4,16,17,0.08,0.12,-100,0,UN,,,,,39269090,7898105771535,N
7898105771566,"ABRACAD NYLON 280X3,5",0.7,0.7,36,0,19.69,0.19,-2,0,UN,,,,,39269090,7898105771566,N
2100068720013,ABRACAD NYLON 400X4.8,1.7,1.7,75,0,47.1,0.47,-7,0,UN,,,,,39269090,2100068720013,N
2100068750010,REG HERC SOLD MARROM 20MM 1987,12.9,12.9,12.5,12,6.76,7.33,16,0,UN,,,,,84818099,2100068750010,N
2100068780017,STARTEC 12W EMB LED SLIM QUADRADA,33,33,0,0,15,6.06,0,0,UN,,,,,85183000,2100068780017,N
2100068810011,VERNIZ EUCATEX 225ML IMBUIA,21,21,20,19,11.61,0,-13,2,UN,,,,,32091020,2100068810011,N
2100068820010,PAPELEIRA AGUIA 6540 C/TAMPA,18,18,0,0,9.41,0,0,0,UN,,,,,85183000,2100068820010,N
2100068850017,BANCA G VERDE 1.20 X 0.55,369,369,350,350,0,0,-1,0,UN,,,,,85183000,2100068850017,N
2100068860016,BANCA G PRET 1.20 X 0.55,445,445,425,425,320,0,-1,0,UN,,,,,85183000,2100068860016,N
2100068870015,BANCA G PRET 1.40 X 0.55,485,485,455,0,0,0,0,0,UN,,,,,85183000,2100068870015,N
2100068880014,LAJE DE ISOPOR,46,46,42,42,0,0,-312,0,M2,,,,,85183000,2100068880014,N
2100068890013,SOLEI GR VERDE 1.25X15,72,72,72,72,40.16,0,-1,1,UN,,,,,68022300,2100068890013,N
2100068900019,FORRO FORTLEV CANTO INT EXT CLASSIC/DESIGN,3.6,3.6,0,0,1.5,0,-240,0,UN,,,,,39169090,2100068900019,N
2100068910018,PARAFUSO P/TELHA TROPICAL 5/16X110,1.5,1.5,1.5,1.4,0.47,0.81,-422,0,UN,,,,,73181500,2100068910018,N
2100068920017,ESPATULA ROMA ACO CROMADO 100MM,12.9,12.9,12.5,12,7.18,6.92,10,0,UN,,,,,96034090,2100068920017,N
2100068930016,ABRACAD U 100MM,6,6,0,0,2,0,-11,0,UN,,,,,73089090,2100068930016,N
2100068940015,ADAPT PVC 40X11/4,6,6,6,5.8,3.89,3.22,9,5,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2100068940015,N
2100068950014,"TINTA SELA PINTA GESSO IQUINE 3,6L GL",98,98,95,92,59.36,50.35,2,0,UN,,,,,32091010,2100068950014,N
2100068960013,TINTA SPRAY GRAFITE METALICO,21.99,21.99,0,0,11,0,0,1,UN,,,,,32082019,2100068960013,N
2100068970012,TINTA SPRAY BRONZE METALICO,32.9,32.9,32,32,18.4,18.4,2,1,UN,,,,,32082019,2100068970012,N
2100068980011,VERNIZ SPRAY,19,19,19,18.5,10.57,7.09,4,0,UN,,,,,32082011,2100068980011,N
2100068990010,"TELHA PVC INCOLOR ONDALEV 2,44X50 FORTLEV",79.9,79.9,79.9,79.9,50,0,-19,0,UN,,,,,68118200,2100068990010,N
2100069000015,FORRO FORTLEV PLASTYLON C/6M,35.9,35.9,35,34,25,0,0,0,UN,,,,,39169090,2100069000015,N
2100069010014,JUNCAO ESGOTO 75MM,8,8,0,0,4,0,0,0,UN,,,,,39174090,2100069010014,N
2100069020013,CAIXA PASSAGEM ILUMI 15X15 EMB,19.9,19.9,19.9,19,10.23,10.23,10,0,UN,,,,,39259090,2100069020013,N
2100069030012,ASSENTO TIGRE MAX PLENA,42,42,39.9,39.9,25.46,4.38,-14,0,UN,,,,,39222000,2100069030012,N
2100069040011,ROLO LA 23CM ROMA S/C S/RESPINGO,11,11,11,11,5.83,7.69,49,0,UN,,,,,96034010,2100069040011,N
2100069050010,ROLO LA 23CM ROMA S/C ECOTEC,9,9,10,12,5,4.68,12,0,UN,,,,,96034010,2100069050010,N
2100069060019,ROLO TEXTURA RUST 23CM S/SUP ROMA,34.9,34.9,34.9,34,21.27,34.13,16,0,UN,,,,,96034010,2100069060019,N
2100069070018,"PCA 2,5M CUPIU 9X5",66.5,66.5,0,0,43.2,0,-3,0,UN,,,,,44079990,2100069070018,N
2100069080017,"PCA 4,0M CUPIU 11X5",131,131,0,0,43.2,0,-2,0,UN,,,,,44079990,2100069080017,N
2100069090016,"PCA 4,0M CUPIU 9X5",107,107,0,0,0,0,-35,0,UN,,,,,44079990,2100069090016,N
2100069100012,"PCA 5,5M CUPIU 11X5",179,179,0,0,110,0,0,0,UN,,,,,44079990,2100069100012,N
2100069110011,"PCA 5,5M CUPIU 9X5",148,148,0,0,0,0,-9,0,UN,,,,,44079990,2100069110011,N
2100069120010,"PCA 5,0M CUPIU 09X5",134,134,0,0,0,0,-11,0,UN,,,,,44079990,2100069120010,N
2100069130019,"PCA 5,0M CUPIU 11X5",164,164,0,0,110,0,-10,0,UN,,,,,44079990,2100069130019,N
2100069140018,"PCA 6,5M CUPIU 11X5",213,213,0,0,0,0,0,0,UN,,,,,44079990,2100069140018,N
2100069150017,"PCA 6,5M CUPIU 14X5",330,330,0,0,110,0,0,0,UN,,,,,44079990,2100069150017,N
2100069160016,"PCA 6,5M CUPIU 9X5",175,175,0,0,0,0,0,0,UN,,,,,44079990,2100069160016,N
2100069170015,"PCA 6,0M CUPIU 11X5",196,196,0,0,110,0,-12,0,UN,,,,,44079990,2100069170015,N
2100069180014,"PCA 6,0M CUPIU 9X5",160,160,0,0,110,0,-4,0,UN,,,,,44079990,2100069180014,N
2100069190013,"PCA 7,5M CUPIU 11X5",245,245,0,0,0,0,0,0,UN,,,,,44079990,2100069190013,N
2100069200019,"PCA 7,5M CUPIU 9X5",200,200,0,0,43.2,0,0,0,UN,,,,,44079990,2100069200019,N
2100069210018,"PCA 7,0M CUPIU 11X5",229,229,0,0,0,0,-1,0,UN,,,,,44079990,2100069210018,N
2100069220017,"PCA 7,0M CUPIU 9X5",188,188,0,0,0,0,-12,0,UN,,,,,44079990,2100069220017,N
2100069230016,"PCA 8,5M CUPIU 9X5",230,230,0,0,0,0,0,0,UN,,,,,44079990,2100069230016,N
2100069240015,"PCA 8,0M CUPIU 11X5",267,267,0,0,199,0,0,0,UN,,,,,44079990,2100069240015,N
2100069250014,"PCA 8,0M CUPIU 9X5",215,215,0,0,43.2,0,0,0,UN,,,,,44079990,2100069250014,N
2100069280011,TE ESGOTO 100X50MM,17.99,17.99,17.99,17.99,8.5,0,-11,4,UN,,DIVERSOS,CONEXOES,ESGOTO,39174090,2100069280011,N
2100069290010,TE ESGOTO 75X50MM FORTLEV,12,12,12.5,13.5,5.36,0,0,3,UN,,DIVERSOS,CONEXOES,ESGOTO,39174090,2100069290010,N
2100069300016,MARRETA MINASUL 2KG CCABO,58,58,59.9,65,20,0,0,1,UN,,,,,82052000,2100069300016,N
2100069310015,JOELHO SOLD LR 20X1/2,2.9,2.9,2.8,2.7,1.21,1.1,28,12,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2100069310015,N
2100069320014,FILTRO DURIN PURIFICADOR,199,199,0,0,107.25,0,-1,0,UN,,,,,85183000,2100069320014,N
2100069330013,TORQUES ARMADOR 12 FAMASTIL,44,44,0,0,28,0,0,0,UN,,,,,85183000,2100069330013,N
2100069340012,STARTEC 12W PLAFON LED QUADRA,24,24,0,0,0,0,0,0,UN,,,,,94055000,2100069340012,N
2100069350011,STARTEC 18W EMB LED SLIM QUADRADA,47.9,47.9,0,0,0,0,0,0,UN,,,,,94055000,2100069350011,N
2100069360010,STARTEC 18W EMB LED SLIM REDONDA,47,47,0,0,0,0,0,0,UN,,,,,94055000,2100069360010,N
2100069370019,STARTEC 18W PLAFON LED CIRCLE 6500K,42,42,0,0,0,0,0,0,UN,,,,,94055000,2100069370019,N
2100069380018,STARTEC 18W PLAFON LED QUADRA 6500K,42,42,0,0,0,0,0,0,UN,,,,,94055000,2100069380018,N
2100069390017,STARTEC 20W FLAT LED,43,43,0,0,0,0,0,0,UN,,,,,94055000,2100069390017,N
2100069400013,STARTEC 24W EMB LED SLIM QUADRADA,69,69,0,0,0,0,0,2,UN,,,,,94055000,2100069400013,N
2100069410012,LUMINARIA NITROLUX EMB RED 25W,44,44,43,43,24.81,0,-3,2,UN,,,,,94055000,2100069410012,N
2100069420011,LUMINARIA NITROLUX EMB QD 5W,8.8,8.8,8.5,8.5,4.51,6.29,186,2,UN,,,,,94055000,2100069420011,N
2100069430010,LUMINARIA NITROLUX SOB RED 24W,46,46,46,45,26.02,27.37,-1,2,UN,,,,,94055000,2100069430010,N
2100069440019,STARTEC SPOT SOBREPOR OCTA,32.5,32.5,0,0,0,0,0,0,UN,,,,,94055000,2100069440019,N
2100069450018,STARTEC SPOT SOBREPOR OCTA DUPLO,50.9,50.9,0,0,0,0,0,0,UN,,,,,94055000,2100069450018,N
2100069460017,LUMINARIA TARTARUGA LED 8W,24.5,24.5,24,23,14.18,0,0,1,UN,,,,,94055000,2100069460017,N
2100069470016,STARTEC TARTARUGA LED 12W,39.9,39.9,0,0,0,0,0,0,UN,,,,,94055000,2100069470016,N
2100069480015,STARTEC SPOT LED PP 5W 6500K RED/QUADRADO,17.5,17.5,0,0,0,0,0,0,UN,,,,,94055000,2100069480015,N
2100069490014,PARAFUSO P/RACK 1/2X04 ROSCA PORCA,7,7,7,7,3,0,-1,0,UN,,,,,73181200,2100069490014,N
2100069500010,FERROLHO FIO REDONDO FG 3,10,10,10,10,5.25,5.25,7,0,UN,,,,,85183000,2100069500010,N
2100069510019,FERROLHO FIO REDONDO PRETO 2 1/2,8.5,8.5,8,8,4.2,0,-5,0,UN,,,,,85183000,2100069510019,N
2100069520018,FERROLHO FIO REDONDO PRETO 2¨,7.5,7.5,7.5,7.5,3.83,0,-2,0,UN,,,,,85183000,2100069520018,N
2100069530017,FERROLHO FIO REDONDO PRETO 3,11,11,10.5,10,5.25,5.25,10,0,UN,,,,,85183000,2100069530017,N
2100069540016,FERROLHO FIO REDONDO PRETO 4,12.5,12.5,12,12,6.29,0,-4,0,UN,,,,,85183000,2100069540016,N
2100069550015,FERROLHO FIO REDONDO PRETO 5¨,14,14,0,0,1,0,-3,0,UN,,,,,85183000,2100069550015,N
2100069560014,FERROLHO LATAO 12CM,29.9,29.9,29,29,16.5,0,-3,0,UN,,,,,83014000,2100069560014,N
2100069570013,FERROLHO LATAO 15CM,37,37,0,0,1,0,0,0,UN,,,,,85183000,2100069570013,N
2100069580012,FERROLHO ACO ESTAMPADO 12CM,24.99,24.99,24.99,24.99,13.93,0,4,0,UN,,,,,83014000,2100069580012,N
2100069590011,FERROLHO ACO ESTAMPADO 6CM,11.9,11.9,11.5,11,5.66,5.66,-18,0,UN,,,,,83014000,2100069590011,N
2100069600017,FERROLHO LATAO 9CM,22,22,21,21,11.4,10.32,0,0,UN,,,,,83014000,2100069600017,N
2100069610016,PENEIRA P/AREIA,25,25,25,24,14.34,21.09,20,0,UN,,,,,96040000,2100069610016,N
2100069620015,CADEADO STAM 35MM,29.9,29.9,29,29,17.37,13.02,3,0,UN,,,,,83011000,2100069620015,N
2100069630014,ARCO DE SERRA CORTAG 12,22,22,21,21,11.9,11.9,-2,1,UN,,,,,82021000,2100069630014,N
2100069640013,"INCENOR 66740 CX 2,68M2",27.9,27.9,27,27,21.4,0,0,0,M2,,,,,69072200,2100069640013,N
2100069650012,CHAVE TRAMONTINA PHILIPS 1/4 X 6,12.5,12.5,12,12,7.09,10.54,26,0,UN,,,,,82054000,2100069650012,N
27891114102103,CHAVE TRAMONTINA PHILIPS 1/8 X 4,6.9,6.9,6.5,6.5,3.75,0.45,-2,0,UN,,,,,82054000,27891114102103,N
2100069670010,CHAVE TRAMONTINA PHILIPS 3/16 X 6,10,10,10,10,5.18,7.86,20,0,UN,,,,,82054000,2100069670010,N
2100069680019,CHAVE TRAMONTINA PHILIPS 3/8 X 8,23.5,23.5,24.5,26,14,14,0,0,UN,,,,,82054000,2100069680019,N
7898087585564,FERROLHO SILVANA FIO RED 2,6.5,6.5,7,7.5,3.42,3.66,0,0,UN,,,,,83014000,7898087585564,N
7898087585755,FERROLHO SILVANA FIO RED 2 1/2,7,7,7.5,7.9,4.28,4.64,0,0,UN,,,,,83014000,7898087585755,N
7892261063442,PARAFUSO 3.9X13 CISER CHATO PHILLIPS,0.25,0.25,0.3,0.35,0.07,0.07,0,0,UN,,,,,73181500,7892261063442,N
7892261063657,PARAFUSO 4.8X50 CISER CHATO  PHILLIPS,0.6,0.6,0.55,0.55,0.18,0.33,1260,0,UN,,,,,73181500,7892261063657,N
7898087580835,PORTA CADEADO RCA GALV 3 1/2 ZINC,10.5,10.5,10,10,4.94,4.94,24,0,UN,,,,,83021000,7898087580835,N
2100069740010,RODIZIO SOPRANO TRANSP 35MM C/FREIO,9.5,9.5,9.5,9.5,6.53,9.98,-16,6,PC1,,,,,83022000,2100069740010,N
2100069750019,ESPATULA TRAMONTINA INOX C/CABO PLAST 12C,10.5,10.5,10,9.5,5.28,5.28,11,0,UN,,,,,96034090,2100069750019,N
2100069780016,PORTA AL 60 TODA VENEZIANA LIDER,449,449,429,429,329.15,0,-19,0,UN,,,,,76101000,2100069780016,N
2100069800011,NUMERO LATAO,18,18,17.5,17,10.25,14.24,-16,0,UN,,,,,83100000,2100069800011,N
2100069820019,PORTA CADEADO LIDER 21/2,9,9,9,9,5.14,4.65,9,0,UN,,,,,83021000,2100069820019,N
2100069840017,VIAPLUS TOP 18KG,65,65,0,0,0,0,0,0,UN,,,,,85183000,2100069840017,N
2100069850016,PORTA LISA 70 BRANCA,159.9,159.9,0,0,0,0,-7,0,UN,,,,,85183000,2100069850016,N
2100069860015,PORTA LISA 80 BRANCA,159.9,159.9,0,0,0,0,-3,0,UN,,,,,85183000,2100069860015,N
2100069870014,PORTA LISA 60 BRANCA,159.9,159.9,0,0,0,0,-4,0,UN,,,,,85183000,2100069870014,N
2100069880013,PORTA LISA 60 SUCUPIRA,159.9,159.9,0,0,0,0,0,0,UN,,,,,85183000,2100069880013,N
2100069890012,PORTA LISA 70 SUCUPIRA,159.9,159.9,0,0,0,0,-16,0,UN,,,,,85183000,2100069890012,N
2100069900018,PORTA LISA 80 SUCUPIRA,159.9,159.9,0,0,0,0,-6,0,UN,,,,,85183000,2100069900018,N
2100069910017,PORTA LISA 60 MAGNO,159.9,159.9,0,0,0,0,-1,0,UN,,,,,85183000,2100069910017,N
2100069920016,PORTA LISA 70 MAGNO,159.9,159.9,0,0,0,0,-4,0,UN,,,,,85183000,2100069920016,N
2100069930015,PORTA LISA 80 MAGNO,159.9,159.9,0,0,0,0,-1,0,UN,,,,,85183000,2100069930015,N
7893858404235,FECH STAM 813/33 INT INOX,62,62,60,59,33.83,33.26,18,0,UN,,,,,83014000,7893858404235,N
7898550250784,ANEL VED BLUKIT/CENSI C/ GUIA P/ VASO SANITARIO,12.5,12.5,12,12,4.83,7.73,7,4,UN,,,,,40069000,7898550250784,N
7898550250807,MEC. SAIDA REPARO CX ACOP MOD. ASTRA,29,29,28,28,14.24,0,-2,2,PC,,,,,84819010,7898550250807,N
7898550250814,MEC. ENTRADA REPARO CENSI/BLUKIT REF.340264 / ASTRA,29.9,29.9,28,28,14.37,0,-2,0,PC,,,,,84819010,7898550250814,N
7898550250845,MEC. ENTRADA UNIVERSAL P/ CX ACOPLADA REF 340204-41,56,56,55,55,34.95,31.98,0,4,PC,,,,,84818019,7898550250845,N
7899942802758,MEC. PARAFUSOS FIXACAO P/ CX ACOPLADA M10 X 80MM,11,11,10,10,4.12,5.22,10,0,PC,,,,,39269090,7899942802758,N
7898550250722,OBTURADOR OLFIX C/CORRENTE,14.9,14.9,14.5,14,7.2,0,-79,0,PC,,,,,84819010,7898550250722,N
7898550250920,BOTAO ACIONAMENTO SUPERIOR BRANCO CASTELO CENSI,39.9,39.9,39,39,23.25,17.63,2,0,UN,,,,,84819010,7898550250920,N
7898550250968,BOTAO ACIONAMENTO SUPERIOR CROMADO C/ CORRENTE P/CAIXA ACOPLADA,33,33,32,31,16.56,0,0,0,PC,,,,,84819010,7898550250968,N
7898550252979,BOTAO ACIONAMENTO SUPERIOR DUPLO CROMADO MBT,44,44,42,42,22.99,33.74,-3,0,PC,,,,,84819010,7898550252979,N
7898550252870,MEC.BOIA CONJUNTO FECH P/ MEC. ENTRADA  BLUKIT/ASTRA,18.5,18.5,19,20,11.29,12.42,0,0,PC,,,,,84819010,7898550252870,N
7898550254423,MEC. ENTRADA TORRE SEM BOIA BLUKIT REF 34026441,65,65,66,68,37.88,47.19,0,1,PC,,,,,84818019,7898550254423,N
7898550262077,MEC.COMPLETO C/ DUPLO ACIONADOR  REF 340515-41,135,135,139,145,80.37,72.24,0,1,UN,,,,,84818019,7898550262077,N
2100070100018,"TELHA COLONIAL FORT 2,30 X0,86 ONDAS TERRA COTA",115.9,115.9,0,0,0,0,0,0,UN,,,,,39211900,2100070100018,N
