codigo,nome,precovenda,preco1,preco2,preco3,precocusto,customedio,estoque,estminimo,unidade,marca,familia,grupo,subgrupo,ncm,gtin,inativo
2890018670016,TINTA ESM EUCALAR 900ML AMARELO,33,33,33,33,22.5,0,-2,1,UN,,,,,32089010,2890018670016,N
2890018750015,JAN ALUM 1X80 C/GRADE,289,289,280,280,187.85,0,-3,0,UN,,,,,76101000,2890018750015,N
2890018780012,GATILHO P/DUCHA OLIVEIRA ABS CROMADO,18.9,18.9,18,17.5,8.95,0,-9,0,UN,,,,,84818019,2890018780012,N
2890018850012,FECH SILVANA CAIXAO 930X2,19.9,19.9,19,19,10.9,8.58,5,0,UN,,,,,83014000,2890018850012,N
2890018890018,TALHADEIRA SAO ROMAO CHATA 10,18.8,18.8,18.5,18,10.11,0,-3,0,UN,,,,,82079000,2890018890018,N
2890018940010,PARAFUSO S-6,0.4,0.4,0,0,0,0,-1570,0,UN,,,,,73181500,2890018940010,N
2890018960018,MARTELO TRAMONTINA 25MM,43.9,43.9,43,42,26.2,26.19,3,2,UN,,,,,82052000,2890018960018,N
2890018970017,FORMAO 5/8,23.9,23.9,23,23,13.15,20.82,12,0,UN,,,,,82053000,2890018970017,N
2890018980016,CALHA TIGRE DN-125 C/3M,199,199,199,199,134.84,121.48,9,0,UN,,DIVERSOS,CONEXOES,CALHA,39174090,2890018980016,N
2890018990015,CALHA TIGRE CONDUTOR,159,159,150,150,104.68,94.31,5,0,UN,,DIVERSOS,CONEXOES,CALHA,39174090,2890018990015,N
2890019000010,CALHA TIGRE BOCAL DN-125X88,69.99,69.99,69.99,69.99,46.93,42.28,3,0,UN,,DIVERSOS,CONEXOES,CALHA,39174090,2890019000010,N
2890019030017,CALHA TIGRE JOELHO 90,28,28,27,27,18.85,16.99,3,2,UN,,DIVERSOS,CONEXOES,CALHA,39174090,2890019030017,N
2890019060014,LIXA MASSA 120,1.3,1.3,0,0,0.45,0.44,349,0,UN,,,,,68051000,2890019060014,N
2890019070013,SERROTE 16 MAX BRONZE,28.5,28.5,0,0,17.4,0,0,0,UN,,,,,85183000,2890019070013,N
2890019100017,BROXA RETANGULAR CONDOR 180X75 930,12,12,12,11,5.93,7.61,15,0,UN,,,,,96034090,2890019100017,N
2890019230011,TORN HERC PLAST C/ALAVANCA 1113,9.9,9.9,9.5,9,4.18,6.02,68,0,UN,,,,,84818019,2890019230011,N
2890019280016,TINTA SPRAY TEKBOND ALUMINIO,22.5,22.5,22.5,22,10.59,0,0,1,PC,,,,,32091010,2890019280016,N
2890019300011,TELA PINTEIRO GALV 1X1.0M,9.9,9.9,9.5,9.5,6,6.51,-26,0,MT,,,,,73144100,2890019300011,N
2890019370014,EXTENSAO NATICON 5M 2P+T,35.9,35.9,35,34,22.26,0,4,0,UN,,,,,85444900,2890019370014,N
2890019390012,ABRACADEIRA + SOQUETE LAMP TUBULAR,3.5,3.5,3.5,3.5,1.99,0,0,0,UN,,,,,85183000,2890019390012,N
2890019440014,ESTRIB0 7 X 27,1.55,1.55,0,0,0.32,0,0,0,UN,,,,,85183000,2890019440014,N
2890019480010,JANTE P/CARRO MAO 8X1,38,38,37,37,22.75,26.17,7,0,UN,,,,,87169090,2890019480010,N
2890019520013,VASELINA SOLIDA POTE 100G,7.5,7.5,0,0,4.09,0,-1,0,UN,,,,,85183000,2890019520013,N
2890019620010,LAVATORIO ICASA C/COLUNA SABARA BRANCA,199,199,0,0,140,0,-1,0,UN,,,,,85183000,2890019620010,N
2890019630019,CABO P/MACHADO,19.9,19.9,19.9,19.9,11.24,11.24,6,0,UN,,,,,44170010,2890019630019,N
2890019650017,CONECTOR PORCELANA TRIP 10MM FOXLUX,6,6,6.5,7,3.02,3.02,-9,4,UN,,,,,85369010,2890019650017,N
2890019660016,BROCA SDS IRWIN 8MM,19.9,19.9,19,19,9.03,9.03,3,0,UN,,,,,82075011,2890019660016,N
2890019690013,CAIXA P/AR FIBRA 7500 BTUS,225,225,0,0,119,0,-1,0,UN,,,,,85183000,2890019690013,N
2890019730016,DESCARGA ASTRA ACOPL FECHAMENTO KF160 KFU,29.9,29.9,0,0,11.22,0,0,0,UN,,,,,85183000,2890019730016,N
2890019750014,BOTAO FRANCES,1.8,1.8,1.8,1.8,0.61,0,-39,0,UN,,,,,83024100,2890019750014,N
2890019830013,FECH STAM 804/02 FX OXIDADO,59.9,59.9,0,0,40.63,0,0,0,UN,,,,,85183000,2890019830013,N
2890019870019,TOMADA DICOMPEL TELEBRAS,8,8,0,0,1.29,0,0,0,UN,,,,,85183000,2890019870019,N
2890019890017,DOBRADICA PORTAO P/CHUMBAR SILVANA,15.9,15.9,15,14,7.6,7.6,-1,0,UN,,,,,83021000,2890019890017,N
2890020190014,MANGUEIRA  MULTIUSO,8.8,8.8,8.5,8,4.39,0,-5.85,0,UN,,,,,39173900,2890020190014,N
2890020200010,RODAFORRO U,10,10,0,0,0,0,0,0,UN,,,,,85183000,2890020200010,N
2890020220018,VELA P/FILTRO OLIVEIRA CARVAO ATIVADO,19.9,19.9,19,19,11,0,-9,0,UN,,,,,84212100,2890020220018,N
2890020270013,DOBRADICA FG 1 1/2 CARTELA C/2,6.5,6.5,6.5,6.5,3.26,3.26,11,0,UN,,,,,85183000,2890020270013,N
2890020280012,DOBRADICA FG 3 X 2 CARTELA C/3,13.9,13.9,13.5,13,6.62,3.77,3,0,UN,,,,,83021000,2890020280012,N
2890020290011,DOBRADICA FLO S/ANEL 1 1/2 CART C/2,6.5,6.5,0,0,0,0,-7,0,UN,,,,,85183000,2890020290011,N
2890020300017,DOBRADICA FLO S/ANEL 2 CART C/2,8.5,8.5,0,0,0,0,-2,0,UN,,,,,85183000,2890020300017,N
2890020380019,FERROLHO CHATO GALVANIZADO 4,12.9,12.9,12.5,12,6.98,6.98,5,0,UN,,,,,85183000,2890020380019,N
2890020400014,JAN MISTA1.2X84RETA ALMOF/ALMOF,140,140,0,0,90,0,0,0,UN,,,,,85183000,2890020400014,N
2890020420012,LAVATORIO PLASTICO HERC,29.9,29.9,29,29,17.93,34.63,10,0,UN,,,,,39259090,2890020420012,N
2890020520019,SELADORA MAD EUCATEX 1/4 900ML,42,42,40,39,23.3,15.43,5,1,UN,,,,,32089029,2890020520019,N
2890020630015,OLEO LINHACA NATURAL 900ML,26,26,26,26,16.9,10.14,0,0,UN,,,,,27079990,2890020630015,N
2890020680010,LAVATORIO DECA C/COL RAV/IZY L915 BRANCO,205,205,0,0,130,0,-1,0,UN,,,,,85183000,2890020680010,N
2890020690019,JAN MISTA1.1X74 2FOLHAS,93,93,0,0,66,0,0,0,UN,,,,,85183000,2890020690019,N
2890020700015,PORTA MISTA DOCERIO 0.80X2.10 ALMOFADA,120,120,0,0,0,0,0,0,UN,,,,,85183000,2890020700015,N
2890020730012,JOELHO ROSCA BRANCO 1 1/4,11,11,12,13,0,0,0,3,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2890020730012,N
2890020800012,"VERNIZ IQUINE 3,6L COPAL",95,95,0,0,32.91,0,0,1,UN,,,,,32091020,2890020800012,N
2890020830019,VERNIZ IQUINE 900ML COPAL,38,38,37,37,26.16,0,-1,0,UN,,,,,32081020,2890020830019,N
2890020880014,COLA PULVITEC P/MADEIRA 250G,6,6,0,0,3.68,0,-9,0,UN,,,,,85183000,2890020880014,N
2890020930016,ADAPTADOR P/MAQ LAVAR ASTRA,17.5,17.5,16.5,16,8.54,0,-1,0,UN,,,,,69109000,2890020930016,N
2890020970012,FILETE G VERDE 1.25,59,59,57,57,34.87,0,-3,0,UN,,,,,85183000,2890020970012,N
2890021020013,FECH SILVANA P/PORTAO 925,116,116,115,114,78.06,0.62,-1,1,UN,,,,,83014000,2890021020013,N
2890021040011,GARFO P/ROLO,7.5,7.5,7,6.5,3.57,1.3,380,0,UN,,,,,73269090,2890021040011,N
2890021060019,FECH STAM 1801/12 OXIDADO FX,57,57,0,0,35.19,0,0,0,UN,,,,,83014000,2890021060019,N
2890021080017,CAIXA DESCARGA ASTRA BR,52.9,52.9,52,52,34.9,34.9,4,0,UN,,,,,39229000,2890021080017,N
2890021090016,DISCO P/MAQ NORTON CLASSIC SEGMENTADO,21,21,20,20,10.9,0,-10,6,UN,,,,,68042119,2890021090016,N
2890021100012,SOLVENTE 900ML THINNER,22.9,22.9,22,21,11.92,16.87,21,0,UN,,,,,38140010,2890021100012,N
2890021270012,"MASSA CORRIDA ACRILICA IQUINE GL 5,4KG",36.99,36.99,0,0,0,0,0,0,UN,,,,,32141020,2890021270012,N
2890021600017,COLA PULVITEC 100G,4.5,4.5,0,0,2.33,0,0,0,UN,,,,,35061010,2890021600017,N
2890021610016,SILICONE 50G BISNAGA TEKBOND,8,8,7.5,7,3.13,4.53,162,10,UN,,,,,35061090,2890021610016,N
2890021620015,TORN HERC TANQUE 1120 10CM,6.5,6.5,6.5,6.5,3.6,3.37,5,0,UN,,,,,84818019,2890021620015,N
2890021630014,TORN HERC TANQUE 1124 1/2 15CM,9.5,9.5,10,10.5,4,3.37,34,0,UN,,,,,84818019,2890021630014,N
2890021640013,CARRO MAESTRO PRETO,155,155,150,150,99,0,-10,0,UN,,,,,87168000,2890021640013,N
2890021660011,BROCA ACO RAPIDO 1/8 THOMPS/CORTAG,4.5,4.5,4,4,2.53,3.58,55,0,UN,,,,,82075011,2890021660011,N
2890021690018,TRENA FAMASTIL 5M,17.9,17.9,17.5,17,8.94,5.7,-3,3,UN,,,,,90178010,2890021690018,N
2890021700014,ESQUICHO P/MANG TRAMONTINA,4,4,0,0,2.29,0,0,0,UN,,,,,85183000,2890021700014,N
2890021720012,SERROTE 16 TRAMONTINA,45,45,0,0,28.45,0,0,0,UN,,,,,85183000,2890021720012,N
2890021790015,"LUVA ELETRODUTO ROSCA 3/4""",2.2,2.2,2,1.8,1.08,1.08,39,12,UN,,DIVERSOS,CONEXOES,ELETRODUTO,39174090,2890021790015,N
2890021820019,FITA ISOLANTE 5M TIGRE,5.5,5.5,5.5,5.5,3.15,2.74,43,3,UN,,,,,39191020,2890021820019,N
2890021830018,FITA ISOLANTE 10M TIGRE,8.5,8.5,8.5,8.5,4.75,2.75,-7,4,UN,,,,,39191020,2890021830018,N
2890022000014,ZARCAO 900ML IQUINE GALVOMAX GALV BRANCO,65,65,63,63,44.38,0,-2,0,UN,,,,,32081010,2890022000014,N
2890022020012,VERNIZ EUCATEX 900ML COPAL,36,36,35,34,23.19,0,0,1,UN,,,,,32091020,2890022020012,N
2890022050019,MANGUEIRA CRISTAL 5/16 X 1,2.4,2.4,2.2,2,1.03,1.03,50,0,UN,,,,,39173229,2890022050019,N
2890022150016,"MANGUEIRA P/GAS 1,20M METAL",94,94,92,90,54.91,54.91,0,0,UN,,,,,39173900,2890022150016,N
2890022160015,CALHA TIGRE ESQUADRO EXT/INT,40,40,0,0,20,0,0,0,UN,,DIVERSOS,CONEXOES,CALHA,39174090,2890022160015,N
2890022390016,LAVATORIO DECA S/COL L12 17 BR 390X290X165MM,89,89,89,86,50,0,-7,0,UN,,,,,85183000,2890022390016,N
2890022420010,JOELHO SOLD LL 45 X 40MM,8.9,8.9,9.5,10,2.6,0,0,6,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2890022420010,N
7893858403917,FECH STAM 803/33 EXT OXID,78,78,80,82,47.88,0,-1,0,UN,,,,,83014000,7893858403917,N
2890022770016,REBITE POP ALUMINIO 3.2X10,0.23,0.23,0.2,0.15,0.05,0.06,-127,0,UN,,,,,76161000,2890022770016,N
2890022780015,REBITE POP ALUMINIO 4 X 12,0.6,0.6,0,0,0,0,0,0,UN,,,,,85183000,2890022780015,N
2890022980019,DOBRADICA FG 3 1/2 X 2 CART C/3,15,15,0,0,2.92,0,-5,0,UN,,,,,85183000,2890022980019,N
2890022990018,DOBRADICA FLO S/ANEL 3 1/2 X 2 1/2 C/3,26,26,25,25,13.05,0,-3,0,UN,,,,,85183000,2890022990018,N
2890023020011,JAN ALUM1.20X1.20CB,429,429,0,0,0,0,0,0,UN,,,,,76101000,2890023020011,N
2890023120018,MANGUEIRA CORRUGADA VERDE 3/4 C/50MT,46,46,45,45,0,0,-25,0,UN,,,,,85183000,2890023120018,N
2890023190011,FECH STAM1800/08 KIT FX ESCOVADO,87,87,0,0,0,0,0,0,UN,,,,,85183000,2890023190011,N
2890023270010,TINTA DIAPISO VERMELHO 3.6 GL,78,78,0,0,33.25,0,-3,2,UN,,,,,32091010,2890023270010,N
2890023320012,"JOELHO ROSCA BRANCA 2""",34,34,35,36,0,0,0,2,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2890023320012,N
2890023430018,PINCEL ATLAS 2 REF-820/2,3,3,0,0,1.54,0,0,0,UN,,,,,85183000,2890023430018,N
2890023440017,PINCEL ATLAS 20 REF-820/20,3,3,0,0,0,0,-3,0,UN,,,,,85183000,2890023440017,N
2890023450016,PINCEL ATLAS 4 REF-820/4,3.5,3.5,0,0,0,0,-1,0,UN,,,,,85183000,2890023450016,N
2890023470014,PINCEL ATLAS 8 REF-820/8,4,4,0,0,1.86,0,0,0,UN,,,,,85183000,2890023470014,N
2890023490012,OCULOS PROTECAO INCOLOR,10,10,9.5,9.5,5.7,8.25,32,0,UN,,,,,90049020,2890023490012,N
2890023760016,LUVA LR 25X1/2,2.5,2.5,2.8,3,0.75,0,0,10,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2890023760016,N
2890023830016,PA METISA QUAD/BICO S/CABO,25.99,25.99,0,0,8.97,0,-1,0,UN,,,,,85183000,2890023830016,N
2890023960010,TORN DURIN PAREDE B.MOV BR/PT 1175,28,28,0,0,11.66,0,-4,0,UN,,,,,84818019,2890023960010,N
2890023990017,BOTAO ACIONAMENTO CENSI 58MM REF95290,69,69,69,69,53.12,0,-1,0,UN,,,,,85183000,2890023990017,N
2890024070015,TUBO DESC P/DESC TIGRE,19.5,19.5,19,19,11.06,0,0,0,UN,,,,,39172300,2890024070015,N
2890024100019,TE ESGOTO 100MM FORTLEV,13.99,13.99,13.99,13.99,7,0,-22,4,UN,,DIVERSOS,CONEXOES,ESGOTO,39174090,2890024100019,N
2890024120017,CHUVEIRAO HERC GRANDE PLASTICO,29.9,29.9,29,29,15.62,26.1,15,0,UN,,,,,84818019,2890024120017,N
2890024140015,GRAXA 90G,10,10,10,10,5.91,9.22,25,2,UN,,,,,27101932,2890024140015,N
2890024150014,TOMADA SOBREPOR ILUMI,6,6,0,0,3.38,0,-1,0,UN,,,,,85366910,2890024150014,N
2890024200016,TINTA DELANIL ACR BCO NEVE 3.6L,109,109,105,105,66.22,56.17,-1,0,UN,,,,,32091010,2890024200016,N
2890024210015,VERNIZ IQUINE 900ML EXTRA CEREJEIRA,52,52,52,0,14.56,0,-1,0,UN,,,,,32091020,2890024210015,N
2890024230013,TINTA DIATEX ACRILICO BD 15LTS,159,159,155,154,99,0,-37,1,UN,,,,,32091010,2890024230013,N
2890024240012,TINTA DIATEX ACRILICO GL,65.9,65.9,65,64,37.37,31.69,-1,1,UN,,,,,32091010,2890024240012,N
2890024280018,FORRO FORTLEV PVC BR 20CM 6MT,28.8,28.8,0,0,11.34,0,-50,0,UN,,,,,39169090,2890024280018,N
2890024370016,FACAO TRAMONTINA 10,23.9,23.9,23,23,12.75,12.75,-3,0,UN,,,,,82014000,2890024370016,N
2890024400010,NIVEL MAX MANUAL MADEIRA 12,17.9,17.9,18.5,19,10.1,0,-1,0,UN,,,,,90318099,2890024400010,N
2890024410019,MARTELO TRAMONTINA 23MM,39.5,39.5,39,38,23.14,23.13,4,2,UN,,,,,82052000,2890024410019,N
2890024460014,DISCO MADEIRA THOMPSON,16.9,16.9,16.5,16,7.53,10.67,12,0,UN,,,,,68042119,2890024460014,N
2890024490011,CHAVE BOCA FIXA 18X19,8,8,0,0,0,0,0,0,UN,,,,,85183000,2890024490011,N
2890024590018,FECH STAM1801/08 OXID FX,104,104,0,0,0,0,0,0,UN,,,,,85183000,2890024590018,N
2890024600014,FECH STAM1801/08BR FX,30,30,0,0,0,0,0,0,UN,,,,,85183000,2890024600014,N
2890024650019,ZARCAO 225ML ZARCOMAX,27.5,27.5,27,26.5,16.32,22.5,4,2,UN,,,,,32081010,2890024650019,N
2890024660018,CHAVE BIELA 19MM,39.9,39.9,39,38,19.27,19.27,0,0,UN,,,,,82041100,2890024660018,N
2890024830015,PINO MACHO 10A TRAMONTINA,4.8,4.8,4.5,4.5,2.1,3.24,152,0,UN,,,,,85366910,2890024830015,N
2890024880010,ESPATULA PLASTICA,4,4,3.8,3.8,2.15,2.15,12,0,UN,,,,,39259090,2890024880010,N
2890024940011,SELACALHA VEDACIT TRASP BI 300G,16,16,0,0,10.59,0,0,0,UN,,,,,85183000,2890024940011,N
2890024950010,CONVERTEDOR FERRUGEM 500ML,23.9,23.9,23,23,13,0,-19,0,UN,,,,,32019090,2890024950010,N
2890025020019,"CURVA ELETRODUTO ROSCA 1 1/4 ""180",11,11,11.5,12,4.22,0,0,6,UN,,DIVERSOS,CONEXOES,ELETRODUTO,39174090,2890025020019,N
2890025040017,GANCHO REDE LIDER PARAFUSO FLO OXIDADO,45,45,44,44,28.25,29.33,3,0,UN,,,,,83024100,2890025040017,N
2890025240011,CAIXA FORTLEV 2000LTS,1300,1300,0,0,980,0,0,0,UN,,,,,39251000,2890025240011,N
2890025250010,ACIDO MURIATICO 1L PURIATICO,10,10,10,10,6,7.56,3,6,UN,,,,,38259000,2890025250010,N
2890025340018,DESCARGA ASTRA ACOPL ACIONAMENTO KS/CAST,15,15,0,0,9.46,0,0,0,UN,,,,,85183000,2890025340018,N
2890025370015,CAPA CHUVA PVC AMARELA GG,33,33,0,0,19.86,17.35,6,0,UN,,,,,85183000,2890025370015,N
2890025380014,CONECTOR P/COMPUTADOR RJ,1.2,1.2,1,0.9,0.4,0.15,-10,0,UN,,,,,85183000,2890025380014,N
2890025410018,CHAVE GRIFO FAMASTIL 12,49.9,49.9,49,48,24.49,0,0,0,UN,,,,,82041200,2890025410018,N
2890025450014,MANGUEIRA CORRUGADA VERDE 1 C/25MT,60,60,0,0,0,0,0,0,UN,,,,,85183000,2890025450014,N
2890025490010,VERNIZ IQUINE 900ML EXTRA NOGUEIRA,46,46,46,46,30.11,0,0,0,UN,,,,,32091020,2890025490010,N
2890025500016,NIVEL THOMPSON MANUAL ALUMINIO 30CM,19,19,18,17.5,9.59,0,-1,0,UN,,,,,90153000,2890025500016,N
2890025550011,LUVA ESG CORRER 100MM,21,21,0,0,8.04,0,-1,0,UN,,,,,39174090,2890025550011,N
2890025570019,JOELHO SOLD LL 45 X 25MM,2.5,2.5,2.8,3,1.22,0,-10,10,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2890025570019,N
2890025580018,COLA PULVITEC P/MADEIRA 1KG EXTRA,13,13,0,0,8.47,0,0,0,UN,,,,,35061010,2890025580018,N
2890025670016,CHAVE DE FENDA 5/16X10,8,8,0,0,0,0,0,0,UN,,,,,85183000,2890025670016,N
2890025690014,LONA PRETA C/4M 20KG REF-070,5.5,5.5,0,0,2.39,0,-157,0,MT,,,,,85183000,2890025690014,N
2890025700010,CALHA TIGRE SUPORTE ALUMINIO,11.9,11.9,11.5,11.5,6.01,0,-15,0,UN,,,,,85183000,2890025700010,N
2890025730017,SIFAO SANF TIGRE,11,11,10,10,5.33,0.46,-45,0,UN,,,,,39174090,2890025730017,N
2890025740016,TUBO ELET ROSC 1/2,13,13,0,0,3.87,0,0,0,UN,,,,,39172300,2890025740016,N
2890025820015,ESQUADRO TRAMONTINA,34,34,0,0,20.14,20.13,8,0,UN,,,,,85183000,2890025820015,N
2890025920012,REDUCAO ESG 100X75MM,12,12,0,0,5.98,0,-6,0,UN,,,,,39174090,2890025920012,N
2890025960018,MANGUEIRA CORRUGADA VERDE 3/4 C/25MT,28,28,27,27,0,0,-3,0,UN,,,,,85183000,2890025960018,N
2890026020018,TORN OLIVEIRA 3030 SLIM CLASSIC,114,114,112,112,66.23,0,-4,0,UN,,,,,84818011,2890026020018,N
2890026040016,REG DURIN PRESSAO BUZIOS BRANCO 20MM,18.5,18.5,18.5,18.5,11.48,9.59,-9,0,UN,,,,,84818095,2890026040016,N
2890026130014,JOELHO ESGOTO 75MMX45,11,11,10,10,4.09,3.84,-1,6,UN,,DIVERSOS,CONEXOES,ESGOTO,39174090,2890026130014,N
2890026200014,FERROLHO ACO ESTAMPADO 10CM,19,19,18.5,18,10.3,0,-7,0,UN,,,,,83014000,2890026200014,N
2890026300011,REG ESFERA 20MM OLIVEIRA,7.5,7.5,7,7,3.36,0,-72,0,UN,,,,,85183000,2890026300011,N
2890026320019,REG ESFERA 32MM DURIN,32,32,0,0,6.87,0,-1,0,UN,,,,,85183000,2890026320019,N
2890026420016,JAN MAC 84X1.20RETA TODA ALM,275,275,0,0,129,0,0,0,UN,,,,,85183000,2890026420016,N
2890026490019,"TINTA ESM DELANIL 3,6L PASSADA VALIDADE",40,40,0,0,25,0,-1,1,UN,,,,,32089010,2890026490019,N
2890026540011,TINTA ESM EUCALAR 900ML AZUL DEL REY,33,33,33,33,20.37,20.37,3,3,UN,,,,,32089010,2890026540011,N
2890026610011,JAN ALUM 80X80SB M/M,159.9,159.9,155,154,105.37,0,-11,0,UN,,,,,76101000,2890026610011,N
2890026680014,SALVA REGISTRO FURKIN TORNEIRA,16,16,0,0,5.49,0,0,0,UN,,,,,84818019,2890026680014,N
2890026760013,TE SOLD LL 40MM,7.5,7.5,7.8,8,3.98,5.25,4,4,UN,,DIVERSOS,CONEXOES,AGUA,39174090,2890026760013,N
2890026960017,ARG 20KG AC-1VOTOMASSA,15.5,15.5,15,15,8.5,0,-17,0,UN,,,,,38245000,2890026960017,N
2890026970016,BOMBA RAYMA SAPECA SUBMERSA 300W 3/4 127/220V,295,295,290,290,188.99,0,-5,1,UN,,,,,84138100,2890026970016,N
2890026990014,PONTEIRO PACETTA 10,8.5,8.5,0,0,5.51,0,0,0,UN,,,,,85183000,2890026990014,N
2890027030016,CABO 4.0MM FLEXIVEL,6,6,4.89,4.7,3.6,0,-78,0,MT,,,,,85441100,2890027030016,N
2890027050014,TORN DURIN P/LAV PP BRANCA/PRETA 1167,18.5,18.5,18,17.5,11.36,13.1,26,0,UN,,,,,84818019,2890027050014,N
2890027060013,ARG 20KG AC-2QUARTZOLIT,39,39,0,0,26,0,-9,0,UN,,,,,38245000,2890027060013,N
2890027090010,TRENA STARRETT 5M C/TRAVA,26,26,26,25,15.92,25.71,13,0,UN,,,,,90178090,2890027090010,N
2890027100016,CABO REDE P/COMPUTADOR AZUL,1.3,1.3,1.2,1,0.58,0,-88,0,MT,,,,,85444900,2890027100016,N
2890027280015,FAMASTIL VASSOURA P/GRAMA C/CABO,11,11,0,0,0,0,0,0,UN,,,,,85183000,2890027280015,N
2890027520012,TRENA TRAMONTINA 5MTS,22.9,22.9,22.9,22.9,12.49,0,-6,3,UN,,,,,90178090,2890027520012,N
2890027600011,TINTA CORIDEAL 15 LITROS,69,69,68,68,44.98,0,-135,0,UN,,,,,32091010,2890027600011,N
2890027630018,VARAL RETRATIL DE PAREDE OLIVEIRA,99.9,99.9,95,95,72.9,0,-1,0,UN,,,,,85183000,2890027630018,N
2890027650016,VARAL ALUM SANFONADO 1.00MT,89.9,89.9,89,89,59.96,0,-6,0,UN,,,,,76151000,2890027650016,N
2890027680013,BOIA TIGRE 1/2 HAST METAL,32.9,32.9,32,32,20,13.64,7,0,UN,,,,,84818019,2890027680013,N
2890027740014,CAMPAINHA S/FIO FOXLUX,81,81,80,79,46.34,0,0,1,UN,,,,,85318000,2890027740014,N
2890027760012,"TRELICA P/LAJE 6/4X2/3,4 (1M)",9.5,9.5,0,0,0,0,-134,0,UN,,,,,85183000,2890027760012,N
2890027770011,VASELINA LIQUIDA 500ML,28.5,28.5,28,27,17.49,17.49,-3,2,UN,,,,,27101931,2890027770011,N
2890027790019,PORTA JATOBA 0.80 X 2.10 ALMOFADA,4,4,0,0,210.21,0,0,0,UN,,,,,85183000,2890027790019,N
2890027830012,FECH STAM 804/03 ESP INOX,45,45,0,0,29.47,0,0,0,UN,,,,,85183000,2890027830012,N
2890027880017,KIT BANHEIRO OLIVEIRA QUADRI BLACK,73.9,73.9,72,70,43.87,0,-1,0,UN,,,,,39229000,2890027880017,N
2890027930019,MANGUEIRA CORRUGADA TIGREFLEX 3/4,2.8,2.8,1.8,1.7,1.21,0.52,-73,0,MT,,,,,39172300,2890027930019,N
2890028050013,GRAVILHAO LATA,5.5,5.5,5.5,0,0,0,-296,0,UN,,,,,25171000,2890028050013,N
2890028070011,VARAL ALUM SANFONADO 0.80CM,69,69,67,65,41.34,0,-1,0,UN,,,,,76151000,2890028070011,N
2890028080010,INCENOR 61060,25.99,25.99,0,0,21,0,-30.36,0,M2,,,,,69072200,2890028080010,N
2890028100015,MANGUEIRA CORRUGADA TIGREFLEX 1/2,2.5,2.5,1.7,1.6,1,0,-2,0,MT,,,,,85183000,2890028100015,N
2890028290013,SETEIRA ALUMINIO 120X30,129.9,129.9,129.9,129.9,0,0,0,0,UN,,,,,76101000,2890028290013,N
2890028350014,BASC ALUMINIO 30X30,47,47,45,45,28.01,0,-4,1,UN,,,,,76101000,2890028350014,N
2890028460010,REG ESFERA 50MM VIQUA,36.9,36.9,37.9,38.9,19.24,19.24,0,0,UN,,,,,84818095,2890028460010,N
2890028560017,TRINCHA CONDOR 2 1/2,8,8,0,0,4.49,4.49,8,0,UN,,,,,96034090,2890028560017,N
2890028570016,TRINCHA CONDOR 1 1/2,5.5,5.5,0,0,2.49,2.49,16,0,UN,,,,,96034090,2890028570016,N
2890028600010,VELA P/FILTRO ELITE CARV ATIV,14,14,0,0,7.13,7.13,11,0,UN,,,,,84212100,2890028600010,N
2890028690011,PAPELEIRA C/FITA DUPLA FACE,23,23,22,22,14.25,0,-3,0,UN,,,,,85183000,2890028690011,N
2890028740013,LONGARINA TRELICA,15.5,15.5,0,0,0,0,-202.2,0,MT,,,,,85183000,2890028740013,N
2890028760011,GLOBO FIX,1.2,1.2,0,0,0.43,0,0,0,UN,,,,,85183000,2890028760011,N
2890028770010,BANDEJA P/PINTURA,9.9,9.9,9.5,9.5,4.7,0,-5,0,UN,,,,,39259090,2890028770010,N
2890028840010,PORTA AL 80 VIDRO/VENEZIANA LIDER,499,499,490,490,362.7,0,-22,0,UN,,,,,76101000,2890028840010,N
2890028920019,FECH STAM 603/33 INOX PERFIL,79.9,79.9,78,77,45.72,56.85,27,0,UN,,,,,83014000,2890028920019,N
2890028940017,"JAN ALUM 1.20X1,20SB M/M",309,309,299,295,206.69,0,-16,0,UN,,,,,76101000,2890028940017,N
2890028960015,PREGO TELHEIRO UN,0.7,0.7,0,0,0.1,0,-18,0,UN,,,,,73170090,2890028960015,N
2890028970014,MADERIT RESINADO 11MM,99,99,99,95,72,0,-9,0,UN,,,,,85183000,2890028970014,N
2890029090018,JUNTA FACIL P/ PISO,4,4,4,4,1.92,3.07,15,0,UN,,,,,39259090,2890029090018,N
2890029100014,BALCAO 1.20 MGM COZ ROMA BR/ALUMINIO,235,235,0,0,128,0,0,0,UN,,,,,94034000,2890029100014,N
2890029120012,BALCAO 1.20 MGM COZ ROMA BR/PRETO,240,240,0,0,158.08,0,0,0,UN,,,,,94034000,2890029120012,N
2890029130011,BALCAO 1.40 MGM COZ ROMA BR/ALUMINIO,260,260,0,0,164,0,0,0,UN,,,,,94034000,2890029130011,N
2890029140010,BALCAO 1.40 MGM COZ ROMA BCO/VERDE,250,250,0,0,173.09,0,0,0,UN,,,,,94034000,2890029140010,N
2890029150019,BALCAO 1.40 MGM COZ ROMA BCO/PRETO,290,290,0,0,193.44,0,0,0,UN,,,,,94034000,2890029150019,N
